School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
South Dakota School of Mines and Technology,Rapid City,South Dakota," United States",www.sdsmt.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota School of Mines and Technology,Rapid City,South Dakota," United States",www.sdsmt.edu,Computer Engineering,Bachelors,"Oct 1, 1997 – Present",Main Campus,Computer Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota School of Mines and Technology,Rapid City,South Dakota," United States",www.sdsmt.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota School of Mines and Technology,Rapid City,South Dakota," United States",www.sdsmt.edu,Geological Engineering,Bachelors,"Oct 1, 1950 – Present",Main Campus,Geological Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota School of Mines and Technology,Rapid City,South Dakota," United States",www.sdsmt.edu,Industrial Engineering and Engineering Management,Bachelors,"Oct 1, 1991 – Present",Main Campus,"Engineering Management, Industrial Engineering",2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota School of Mines and Technology,Rapid City,South Dakota," United States",www.sdsmt.edu,Mechanical Engineering,Bachelors,"Oct 1, 1950 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota School of Mines and Technology,Rapid City,South Dakota," United States",www.sdsmt.edu,Metallurgical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Metallurgical Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota School of Mines and Technology,Rapid City,South Dakota," United States",www.sdsmt.edu,Mining Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Mining Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota State University,Brookings,South Dakota," United States",www3.sdstate.edu/,Construction Management,Bachelors,"Oct 1, 2015 – Present",Main Campus,Construction Management,2022-2023,ANSAC,
South Dakota State University,Brookings,South Dakota," United States",www3.sdstate.edu/,Operations Management,Bachelors,"Oct 1, 2015 – Present",Main Campus,General Criteria Only (ANSAC),2022-2023,ANSAC,
South Dakota State University,Brookings,South Dakota," United States",www3.sdstate.edu/,Computer Science,Bachelors,"Oct 1, 2005 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
South Dakota State University,Brookings,South Dakota," United States",www3.sdstate.edu/,Agricultural and Biosystems Engineering,Bachelors,"Oct 1, 1961 – Present",Main Campus,Agricultural Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota State University,Brookings,South Dakota," United States",www3.sdstate.edu/,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota State University,Brookings,South Dakota," United States",www3.sdstate.edu/,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota State University,Brookings,South Dakota," United States",www3.sdstate.edu/,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
South Dakota State University,Brookings,South Dakota," United States",www3.sdstate.edu/,Electronics Engineering Technology,Bachelors,"Oct 1, 2015 – Present",Main Campus,Electrical and Electronics Engineering Technology,2022-2023,ETAC,Sydney Accord
University of South Dakota,Vermillion,South Dakota," United States",www.usd.edu,Computer Science,Bachelors,"Oct 1, 2015 – Present",Main Campus,Computer Science,2022-2023,CAC,Seoul Accord
University of South Florida,Tampa,Florida," United States",www.usf.edu,Computer Science,Bachelors,"Oct 1, 1989 – Present",Main Campus,Computer Science,2019-2020,CAC,Seoul Accord
University of South Florida,Tampa,Florida," United States",www.usf.edu,Chemical Engineering,Bachelors,"Oct 1, 1976 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
University of South Florida,Tampa,Florida," United States",www.usf.edu,Civil Engineering,Bachelors,"Oct 1, 1984 – Present",Main Campus,Civil Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
University of South Florida,Tampa,Florida," United States",www.usf.edu,Computer Engineering,Bachelors,"Oct 1, 1984 – Present",Main Campus,Computer Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
University of South Florida,Tampa,Florida," United States",www.usf.edu,Electrical Engineering,Bachelors,"Oct 1, 1972 – Present",Main Campus,Electrical and Electronics Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
University of South Florida,Tampa,Florida," United States",www.usf.edu,Industrial Engineering,Bachelors,"Oct 1, 1973 – Present",Main Campus,Industrial Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
University of South Florida,Tampa,Florida," United States",www.usf.edu,Mechanical Engineering,Bachelors,"Oct 1, 1972 – Present",Main Campus,Mechanical Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
Southeast Missouri State University,Cape Girardeau,Missouri," United States",www.semo.edu,Computer Science,Bachelors,"Oct 1, 2008 – Present",Main Campus,Computer Science,2023-2024,CAC,Seoul Accord
Southeast Missouri State University,Cape Girardeau,Missouri," United States",www.semo.edu,Cybersecurity,Bachelors,"Oct 1, 2016 – Present",Main Campus,Cybersecurity,2023-2024,CAC,Seoul Accord
Southeast Missouri State University,Cape Girardeau,Missouri," United States",www.semo.edu,Engineering Physics,Bachelors,"Dec 1, 2000 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Southeast Missouri State University,Cape Girardeau,Missouri," United States",www.semo.edu,Engineering Technology,Bachelors,"Oct 1, 2005 – Present",Main Campus,Engineering Technology (General),2023-2024,ETAC,Sydney Accord
Southeastern Louisiana University,Hammond,Louisiana," United States",www.selu.edu,"Occupational Safety, Health, and Environment",Bachelors,"Oct 1, 2008 – Present",Main Campus,"Environmental, Health, and Safety",2022-2023,ANSAC,
Southeastern Louisiana University,Hammond,Louisiana," United States",www.selu.edu,Computer Science,Bachelors,"Oct 1, 1999 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
Southeastern Louisiana University,Hammond,Louisiana," United States",www.selu.edu,Information Technology,Bachelors,"Oct 1, 2011 – Present",Main Campus,Information Technology,2024-2025,CAC,Seoul Accord
Southeastern Louisiana University,Hammond,Louisiana," United States",www.selu.edu,Engineering Technology,Bachelors,"Oct 1, 2013 – Present",Main Campus,General Criteria Only (ETAC),2020-2021,ETAC,Sydney Accord
Southern Adventist University,Collegedale,Tennessee," United States",www.southern.edu,Computer Science,Bachelors,"Oct 1, 2006 – Present",Main Campus,Computer Science,2019-2020,CAC,Seoul Accord
Southern Arkansas University,Magnolia,Arkansas," United States",http://www.saumag.edu,Engineering,Bachelors,"Oct 1, 2018 – Present",Southern Arkansas University,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Civil Engineering,Bachelors,"Oct 1, 1942 – Present",Main Campus,Civil Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Electrical Engineering,Bachelors,"Oct 1, 1942 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Environmental Engineering,Bachelors,"Oct 1, 1996 – Present",Main Campus,Environmental Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Industrial and Systems Engineering,Bachelors,"Oct 1, 1957 – Present",Main Campus,Industrial Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Mechanical Engineering,Bachelors,"Oct 1, 1942 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Computer Engineering and Computer Science,Bachelors,"Oct 1, 2002 – Present",Main Campus,Computer Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Biomedical Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Bioengineering and Biomedical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Astronautical Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Aerospace Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Computer Science,Bachelors,"Oct 1, 1986 – Sep 30, 1994, Oct 1, 2002 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
University of Southern California,Los Angeles,California," United States",www.usc.edu,Computer Engineering and Computer Science,Bachelors,"Oct 1, 2002 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
University of Southern California,Los Angeles,California," United States",www.usc.edu,Aerospace Engineering,Bachelors,"Oct 1, 1960 – Present",Main Campus,Aerospace Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern California,Los Angeles,California," United States",www.usc.edu,Chemical Engineering,Bachelors,"Oct 1, 1950 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Southern Connecticut State University,New Haven,Connecticut," United States",www.southernct.edu,Computer Science,Bachelors,"Oct 1, 1992 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
Southern Illinois University Carbondale,Carbondale,Illinois," United States",www.siu.edu,Computer Science,Bachelors,"Oct 1, 2008 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
Southern Illinois University Carbondale,Carbondale,Illinois," United States",www.siu.edu,Civil Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Civil Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Illinois University Carbondale,Carbondale,Illinois," United States",www.siu.edu,Electrical Engineering,Bachelors,"Oct 1, 1971 – Present",Main Campus,Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Illinois University Carbondale,Carbondale,Illinois," United States",www.siu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Illinois University Carbondale,Carbondale,Illinois," United States",www.siu.edu,Mining Engineering,Bachelors,"Oct 1, 1985 – Present",Main Campus,Mining Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Illinois University Carbondale,Carbondale,Illinois," United States",www.siu.edu,Computer Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Illinois University Carbondale,Carbondale,Illinois," United States",www.siu.edu,Electrical Engineering Technology,Bachelors,"Oct 1, 1973 – Present",Main Campus,Electrical and Electronics Engineering Technology,2020-2021,ETAC,Sydney Accord
Southern Illinois University Edwardsville,Edwardsville,Illinois," United States",www.siue.edu,Computer Science,Bachelors,"Oct 1, 2001 – Present",Main Campus,Computer Science,2020-2021,CAC,Seoul Accord
Southern Illinois University Edwardsville,Edwardsville,Illinois," United States",www.siue.edu,Civil Engineering,Bachelors,"Oct 1, 1973 – Present",Main Campus,Civil Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Illinois University Edwardsville,Edwardsville,Illinois," United States",www.siue.edu,Electrical Engineering,Bachelors,"Oct 1, 1973 – Present",Main Campus,Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Illinois University Edwardsville,Edwardsville,Illinois," United States",www.siue.edu,Industrial Engineering,Bachelors,"Oct 1, 1989 – Present",Main Campus,Industrial Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Illinois University Edwardsville,Edwardsville,Illinois," United States",www.siue.edu,Mechanical Engineering,Bachelors,"Oct 1, 1992 – Present",Main Campus,Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Illinois University Edwardsville,Edwardsville,Illinois," United States",www.siue.edu,Computer Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern Indiana,Evansville,Indiana," United States",www.usi.edu,Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern Indiana,Evansville,Indiana," United States",www.usi.edu,Mechanical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern Maine,Portland,Maine," United States",www.usm.maine.edu,Computer Science,Bachelors,"Oct 1, 1994 – Present",Main Campus,Computer Science,2020-2021,CAC,Seoul Accord
University of Southern Maine,Portland,Maine," United States",www.usm.maine.edu,Electrical Engineering,Bachelors,"Oct 1, 1990 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern Maine,Portland,Maine," United States",www.usm.maine.edu,Mechanical Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Southern Methodist University,Dallas,Texas," United States",www.smu.edu,Computer Science,Bachelors,"Oct 1, 2001 – Present",Main Campus,Computer Science,2020-2021,CAC,Seoul Accord
Southern Methodist University,Dallas,Texas," United States",www.smu.edu,Computer Engineering,Bachelors,"Oct 1, 1983 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Methodist University,Dallas,Texas," United States",www.smu.edu,Electrical Engineering,Bachelors,"Oct 1, 1939 – Present",Main Campus,Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Methodist University,Dallas,Texas," United States",www.smu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1939 – Present",Main Campus,Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Methodist University,Dallas,Texas," United States",www.smu.edu,Environmental Engineering,Bachelors,"Jan 1, 2001 – Present",Main Campus,Environmental Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Southern Methodist University,Dallas,Texas," United States",www.smu.edu,Civil Engineering,Bachelors,"Oct 1, 2005 – Present",Main Campus,Civil Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern Mississippi,Hattiesburg,Mississippi," United States",www.usm.edu,Computer Science,Bachelors,"Oct 1, 1987 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
University of Southern Mississippi,Hattiesburg,Mississippi," United States",www.usm.edu,Polymer Science and Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Materials Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Southern Mississippi,Hattiesburg,Mississippi," United States",www.usm.edu,Architectural Engineering Technology,Bachelors,"Oct 1, 1982 – Present",Main Campus,Architectural Engineering Technology,2021-2022,ETAC,Sydney Accord
University of Southern Mississippi,Hattiesburg,Mississippi," United States",www.usm.edu,Computer Engineering Technology,Bachelors,"Oct 1, 1986 – Present",Main Campus,Computer Engineering Technology,2021-2022,ETAC,Sydney Accord
University of Southern Mississippi,Hattiesburg,Mississippi," United States",www.usm.edu,Construction Engineering Technology,Bachelors,"Oct 1, 1982 – Present",Main Campus,Construction Engineering Technology,2021-2022,ETAC,Sydney Accord
University of Southern Mississippi,Hattiesburg,Mississippi," United States",www.usm.edu,Electronic(s) Engineering Technology,Bachelors,"Oct 1, 1980 – Present",Main Campus,Electrical and Electronics Engineering Technology,2021-2022,ETAC,Sydney Accord
University of Southern Mississippi,Hattiesburg,Mississippi," United States",www.usm.edu,Industrial Engineering Technology,Bachelors,"Oct 1, 1984 – Present",Main Campus,Industrial Engineering Technology,2021-2022,ETAC,Sydney Accord
Southern New Hampshire University,Manchester,New Hampshire," United States",,Aeronautical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Aerospace Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Southern New Hampshire University,Manchester,New Hampshire," United States",,Mechanical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Southern University and Agricultural & Mechanical College,Baton Rouge,Louisiana," United States",www.subr.edu,Computer Science,Bachelors,"Oct 1, 2005 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
Southern University and Agricultural & Mechanical College,Baton Rouge,Louisiana," United States",www.subr.edu,Civil Engineering,Bachelors,"Oct 1, 1970 – Present",Main Campus,Civil Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Southern University and Agricultural & Mechanical College,Baton Rouge,Louisiana," United States",www.subr.edu,Electrical Engineering,Bachelors,"Oct 1, 1970 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Southern University and Agricultural & Mechanical College,Baton Rouge,Louisiana," United States",www.subr.edu,Mechanical Engineering,Bachelors,"Oct 1, 1970 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Southern University and Agricultural & Mechanical College,Baton Rouge,Louisiana," United States",www.subr.edu,Electronic(s) Engineering Technology,Bachelors,"Oct 1, 2002 – Present",Main Campus,Electrical and Electronics Engineering Technology,2021-2022,ETAC,Sydney Accord
Southern Utah University,Cedar City,Utah," United States",www.suu.edu,Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Southern Utah University,Cedar City,Utah," United States",www.suu.edu,Engineering Technology,Bachelors,"Oct 1, 2011 – Present",Main Campus,Engineering Technology (General),2024-2025,ETAC,Sydney Accord
Southern Utah University,Cedar City,Utah," United States",www.suu.edu,Computer Science,Bachelors,"Oct 1, 2009 – Present",Main Campus,Computer Science,2019-2020,CAC,Seoul Accord
Southern Utah University,Cedar City,Utah," United States",www.suu.edu,Information Systems,Bachelors,"Oct 1, 2009 – Present",Main Campus,Information Systems,2019-2020,CAC,Seoul Accord
Southwest Baptist University,Bolivar,Missouri," United States",http://www.sbuniv.edu,Computer Science,Bachelors,"Oct 1, 2012 – Present",Main Campus,Computer Science,2019-2020,CAC,Seoul Accord
Texas State University,San Marcos,Texas," United States",www.txstate.edu,Computer Science,Bachelors,"Oct 1, 1999 – Present",Main Campus,Computer Science,2019-2020,CAC,Seoul Accord
Texas State University,San Marcos,Texas," United States",www.txstate.edu,Manufacturing Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Manufacturing Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Texas State University,San Marcos,Texas," United States",www.txstate.edu,Electrical Engineering,Bachelors,"Oct 1, 2011 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Texas State University,San Marcos,Texas," United States",www.txstate.edu,Electrical Engineering - Computer Engineering Concentration,Bachelors,"Oct 1, 2011 – Present",Main Campus,"Computer Engineering, Electrical and Electronics Engineering",2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Texas State University,San Marcos,Texas," United States",www.txstate.edu,Industrial Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Industrial Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Southwestern Oklahoma State University,Weatherford,Oklahoma," United States",www.swosu.edu,Engineering Technology; Option(s): Manufacturing Engineering Technology,Bachelors,"Oct 1, 1995 – Present",Main Campus,Manufacturing Engineering Technology,2020-2021,ETAC,Sydney Accord
SRM University,Chennai,,India,www.srmist.edu.in,Information Technology,Bachelors,"Oct 1, 2011 – Present","Main Campus, Kattankulathur",Information Technology,2023-2024,CAC,Seoul Accord
SRM University,Chennai,,India,www.srmist.edu.in,Electronics and Communication Engineering,Bachelors,"May 1, 2009 – Present",Kattankulathur Campus,"Electrical and Electronics Engineering, Communications Engineering",2021-2022,EAC,
SRM University,Chennai,,India,www.srmist.edu.in,Civil Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Civil Engineering,2021-2022,EAC,
SRM University,Chennai,,India,www.srmist.edu.in,Mechanical Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,
SRM University,Chennai,,India,www.srmist.edu.in,Electrical and Electronics Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,
St. Ambrose University,Davenport,Iowa," United States",www.sau.edu,Industrial Engineering,Bachelors,"Oct 1, 1992 – Present",Main Campus,Industrial Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
St. Ambrose University,Davenport,Iowa," United States",www.sau.edu,Mechanical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
St. Cloud State University,St. Cloud,Minnesota," United States",www.stcloudstate.edu,Computer Science,Bachelors,"Oct 1, 1989 – Present",Main Campus,Computer Science,2019-2020,CAC,Seoul Accord
St. Cloud State University,St. Cloud,Minnesota," United States",www.stcloudstate.edu,Electrical Engineering,Bachelors,"Oct 1, 1986 – Present",Main Campus,Electrical and Electronics Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
St. Cloud State University,St. Cloud,Minnesota," United States",www.stcloudstate.edu,Manufacturing Engineering,Bachelors,"Oct 1, 1993 – Present",Main Campus,Manufacturing Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
St. Cloud State University,St. Cloud,Minnesota," United States",www.stcloudstate.edu,Mechanical Engineering,Bachelors,"Oct 1, 2002 – Present",Main Campus,Mechanical Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
St. Cloud State University,St. Cloud,Minnesota," United States",www.stcloudstate.edu,Computer Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Computer Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
St. Mary's University,San Antonio,Texas," United States",www.stmarytx.edu,Electrical Engineering,Bachelors,"Oct 1, 1986 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
St. Mary's University,San Antonio,Texas," United States",www.stmarytx.edu,Industrial Engineering,Bachelors,"Oct 1, 1983 – Present",Main Campus,Industrial Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
St. Mary's University,San Antonio,Texas," United States",www.stmarytx.edu,Computer Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Computer Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
St. Mary's University,San Antonio,Texas," United States",www.stmarytx.edu,Mechanical Engineering,Bachelors,"Oct 1, 2016 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
University of St. Thomas,Saint Paul,Minnesota," United States",www.stthomas.edu,Mechanical Engineering,Bachelors,"Oct 1, 1999 – Present",Main Campus,Mechanical Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
University of St. Thomas,Saint Paul,Minnesota," United States",www.stthomas.edu,Electrical Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Electrical and Electronics Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
University of St. Thomas,Saint Paul,Minnesota," United States",www.stthomas.edu,Computer Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Computer Engineering,2022-2023,EAC,Washington Accord | Bilateral Engineers Canada
Stanford University,Stanford,California," United States",www.stanford.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Stanford University,Stanford,California," United States",www.stanford.edu,Chemical Engineering,Bachelors,"Oct 1, 1959 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Stanford University,Stanford,California," United States",www.stanford.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Stephen F. Austin State University,Nacogdoches,Texas," United States",www.sfasu.edu,Computer Science,Bachelors,"Oct 1, 1998 – Present",Main Campus,Computer Science,2023-2024,CAC,Seoul Accord
Stephen F. Austin State University,Nacogdoches,Texas," United States",www.sfasu.edu,Engineering Physics,Bachelors,"May 1, 2016 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Environmental Engineering,Bachelors,"Oct 1, 1993 – Present",Main Campus,Environmental Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Mechanical Engineering,Bachelors,"Oct 1, 1984 – Present",Main Campus,Mechanical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Biomedical Engineering,Bachelors,"Oct 1, 2008 – Present",Main Campus,Bioengineering and Biomedical Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Computer Science,Bachelors,"Oct 1, 1986 – Present",Main Campus,Computer Science,2021-2022,CAC,Seoul Accord
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Chemical Engineering,Bachelors,"Oct 1, 1984 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Civil Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,Civil Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Computer Engineering,Bachelors,"Oct 1, 1984 – Present",Main Campus,Computer Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Electrical Engineering,Bachelors,"Oct 1, 1984 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Stevens Institute of Technology,Hoboken,New Jersey," United States",www.stevens.edu,Engineering Management,Bachelors,"Oct 1, 1990 – Present",Main Campus,Engineering Management,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Sultan Qaboos University,Muscat,,Oman,www.squ.edu.om,Computer Science,Bachelors,"Oct 1, 2015 – Present",Main Campus,Computer Science,2022-2023,CAC,Seoul Accord
